series_name,seasonal_period,baseline_naive_MAE,baseline_naive_RMSE,baseline_naive_SMAPE,baseline_naive_MASE,baseline_snaive_MAE,baseline_snaive_RMSE,baseline_snaive_SMAPE,baseline_snaive_MASE,baseline_theta_MAE,baseline_theta_RMSE,baseline_theta_SMAPE,baseline_theta_MASE,baseline_ets_MAE,baseline_ets_RMSE,baseline_ets_SMAPE,baseline_ets_MASE,catboost_raw_MAE,catboost_raw_RMSE,catboost_raw_SMAPE,catboost_raw_MASE,catboost_log_MAE,catboost_log_RMSE,catboost_log_SMAPE,catboost_log_MASE,catboost_boxcox_MAE,catboost_boxcox_RMSE,catboost_boxcox_SMAPE,catboost_boxcox_MASE,catboost_diff_MAE,catboost_diff_RMSE,catboost_diff_SMAPE,catboost_diff_MASE,feature_cluster,dtw_cluster
D11,1,28.750000000000064,36.70740485826503,1.1847902136297725,1.4961220160265531,28.750000000000064,36.70740485826503,1.1847902136297725,1.4961220160265531,23.654474762463483,31.009460569215758,1.0442053707411545,1.3200307571699472,28.750645948566735,36.70826998918941,1.1848170896382757,1.4961556305612251,18.666827028970634,22.646137042996457,0.7675087994299902,0.9714035091270413,17.930139752401015,22.62712288185237,0.7366644710345905,0.9330670203130431,14.16844346912483,17.812643298962204,0.5823797051931361,0.7373120071994868,21.38832459655818,26.45790327330877,0.8794006937441204,1.1130275935594043,2,1
D12,1,54.47857142857164,80.54704481588043,1.5246894171881549,2.2948925113160468,54.47857142857164,80.54704481588043,1.5246894171881549,2.2948925113160468,47.328451309784796,73.36895623849733,1.3817925735168892,2.083172694024453,49.58891327219986,76.09012061558242,1.402941541116756,2.114538033551799,96.72967967455897,116.29675796547004,2.73463105821897,4.074707021240361,121.84034399517425,144.22975698311734,3.4617407643019904,5.13248577704174,56.00708159803158,74.49413780494473,1.569313706937474,2.359280516533165,49.341998792572895,74.23534589820528,1.378666598352986,2.0785160211277924,2,1
D13,1,137.16428571428574,213.47100672992008,1.9541784765616108,2.7249616532792045,137.16428571428574,213.47100672992008,1.9541784765616108,2.7249616532792045,131.54115789772692,199.51351171008898,1.9709831208240955,2.747838868954503,137.3455554211746,213.92978169339906,1.954678198155152,2.725645062782444,153.13418914023856,200.78154787019793,2.185636861991477,3.0422262693246713,153.952657398848,203.059884059316,2.1975066893124913,3.058486293627081,150.223749238547,192.12973252568554,2.1433966958065302,2.9844062829850553,128.7144843770693,183.09939140683613,1.831871364136756,2.5570944529957123,1,1
D14,1,183.48571428571455,199.38928542641716,3.2698832827624544,11.756201411844689,183.48571428571455,199.38928542641716,3.2698832827624544,11.756201411844689,171.17029489550526,186.8520271994811,3.046468369644062,10.967134255383723,111.09721892965815,128.67063119295412,2.1727448412563724,7.859031017509203,303.57588850692673,315.7183787243531,5.476062155451214,19.45055669843501,302.81090464376405,317.02938835789683,5.4624439319875835,19.40154304956779,281.0067141904166,294.614878241253,5.057961272769048,18.004516280537565,161.8735457048504,182.01138217806263,2.87816405649134,10.371477768521999,2,1
D15,1,1216.842857142857,1466.8044776705192,19.496452050379308,23.69976163335897,1216.842857142857,1466.8044776705192,19.496452050379308,23.69976163335897,1296.0878006096702,1531.7506559514786,20.959665430398434,25.243170677335478,1300.7558941361349,1537.1319829034167,21.046454850637463,25.33408850062714,1414.2761841246775,1634.1435200503595,23.178773449081685,27.545059126362087,1368.8424425218916,1594.6056304441304,22.32064512525376,26.66017178057456,1375.4238199771426,1600.8121442865208,22.44429510989531,26.788353555232668,1189.0066632632934,1424.3489215857378,18.998572000958937,23.157611793835226,2,1
D16,1,38.814285714285525,46.231328277323996,1.258764532894627,0.27396127247269786,38.814285714285525,46.231328277323996,1.258764532894627,0.27396127247269786,84.54938884180758,94.84497895369643,2.773294046749842,0.597296363617816,37.44313826625171,44.79929942087757,1.2139262569828408,0.26428335897517385,34.58483222201848,42.02060306364738,1.1205962703193997,0.24410869527638182,30.929918447157075,39.02319773212027,0.998814772508368,0.21831136807809995,30.105605705608337,36.20881109047646,0.9726405913093952,0.21249315544235808,24.21913160220564,30.873914626259506,0.7829863660908395,0.17094489798847307,1,1
D17,1,94.64999999999976,112.90975853055626,2.4204647445640695,2.689969199531963,94.64999999999976,112.90975853055626,2.4204647445640695,2.689969199531963,87.2846069894512,105.16622111788892,2.2290805546540637,2.4806434695708046,94.33536969635361,112.64505697447716,2.4122803075155614,2.681027352452751,112.59354376188695,130.2122956364945,2.8884750606267042,3.1999277843172838,109.99520861671746,127.42483086194262,2.8206187387726707,3.1260826547814426,116.47745276432238,135.79411075995648,2.9902610315217117,3.310309142905094,105.7040603098459,122.53056181313411,2.7085708306396583,3.004127485461757,2,1
D18,1,73.86428571428625,83.56541065023818,0.7737087275366834,1.0809301251178793,73.86428571428625,83.56541065023818,0.7737087275366834,1.0809301251178793,79.07735513009773,87.16487274749952,0.8088721965213972,1.1301793842324679,73.86287134673057,83.56437460006387,0.7736939419778264,1.0809094272598532,101.24207155142189,126.76829233866454,1.0635717882959872,1.4815767053184348,125.3424357275253,146.22087499233794,1.3192628206437487,1.8342614894782494,141.691589164703,162.50133459580366,1.4929549339970856,2.0735150380575713,82.29131129331043,89.59697706982891,0.8634157915595467,1.2042512366052456,1,1
D19,1,163.52142857142857,172.80823599751093,6.348957264681274,14.54769962962203,163.52142857142857,172.80823599751093,6.348957264681274,14.54769962962203,158.53940550736917,167.82360638058952,6.148895436883403,14.104473468274458,107.20318224987169,119.43198682162117,4.232565600782054,9.801167320097857,162.21804075256978,171.63246897384892,6.296649977024135,14.431743606883495,164.86486326281553,174.0372772862596,6.403082215424223,14.66721842622901,162.04767487008422,171.43951598685024,6.289798149826674,14.416586989752716,157.2834599133587,166.91894988041716,6.098684612218869,13.99273814763524,2,2
D20,1,117.30714285714359,125.1563622034461,1.0773601136671214,1.4652728598311935,117.30714285714359,125.1563622034461,1.0773601136671214,1.4652728598311935,121.37477639700253,128.69766278986447,1.1144804137008306,1.5160813006859224,117.31133301716702,125.1602895848302,1.077398360532694,1.4653251987392186,145.84701400160182,155.86083581827384,1.3373727304502536,1.821761796416929,149.00579594042534,158.76497796656685,1.3659300316707221,1.861217854525169,152.73811672648637,159.89343276968228,1.4001905368305674,1.9078379342475011,71.2500632156555,98.21528441413051,0.6557058524180646,0.8899780639811161,1,1
D21,1,162.78571428571416,172.02834899266693,6.347531700366702,16.955063045965435,162.78571428571416,172.02834899266693,6.347531700366702,16.955063045965435,157.6961520248339,166.9359387633382,6.14228195393818,16.424956031426483,99.65727925482649,112.95456900212713,3.990560793086829,10.782813407647412,161.85764066675537,170.86458115940255,6.310246935965851,16.858398871287765,161.95758886490123,171.24137652771734,6.314151581028263,16.868809047686412,158.027264795896,167.72021371928759,6.155773493831151,16.459443320027425,137.7498954791246,148.2271783884465,5.343723112370168,14.34743934792976,2,2
D22,1,71.19571428571433,77.97163641808665,2.480286842502267,4.848268267895327,71.19571428571433,77.97163641808665,2.480286842502267,4.848268267895327,60.64171543700585,67.8764182264078,2.1176163948918805,4.148230859800766,53.65059776518563,61.00109359589735,1.9131361970087384,3.7518960050239087,192.86536603146655,207.6879336851214,6.895725089034392,13.133698334058291,174.34307683360294,186.1532124849215,6.205604446582413,11.872372032781174,176.86989702166102,194.03188640090224,6.311250810432221,12.044442813436259,51.594748362428454,58.7626281713212,1.7896720267035464,3.513486503861072,2,2
D23,1,20.717857142857106,24.41238459119818,1.064246127744058,1.8608963797266846,20.717857142857106,24.41238459119818,1.064246127744058,1.8608963797266846,23.952748593433935,27.655690331277988,1.1584300700645132,2.025967730092947,27.48661052943232,31.64214838170513,1.2954620252984226,2.2669459323239454,20.880203934305378,26.264570672734635,1.076004747006501,1.875478513119302,22.028414408982776,27.783044506902147,1.134911753955375,1.9786118005417466,29.75686432964364,35.70605936594821,1.5418664485925575,2.672788055310219,29.45428913134799,33.51394442022861,1.511875768186807,2.64561048152829,2,2
D24,1,61.90357142857157,68.26988151028671,2.4093289774340194,4.60083245795354,61.90357142857157,68.26988151028671,2.4093289774340194,4.60083245795354,53.118822688420714,60.08308037905569,2.0693646561544714,3.9597196152822027,47.963068786201184,54.11150572794745,1.8733367002323253,3.5886404384326687,174.7030118852153,184.8848392377208,6.978645632577993,12.984376652826812,177.29149168022533,189.56845957134306,7.0904836750753,13.176759120959217,168.06984538469675,178.77921297381965,6.706156074277734,12.491382677999212,41.869234234309324,49.27349819221935,1.623282970702607,3.111829049752694,2,2
D25,1,17.572142857142858,20.49128403562284,1.0889873520992273,2.0077880673264104,17.572142857142858,20.49128403562284,1.0889873520992273,2.0077880673264104,20.47999638985706,23.456864970158865,1.2247108082298754,2.259215984511465,23.650304369796054,27.13912163186556,1.3647844602374788,2.519563165714599,21.65825217026798,25.887614167286,1.3497123628148364,2.474665760467238,19.428389528253597,23.874927022271613,1.209686777233291,2.2198822863735512,23.35679039612996,27.927594546076612,1.456640331211094,2.6687402572152092,24.963180546996,28.67085964799432,1.5448873094149473,2.852285941005759,2,2
